book_order,book,chapter,verse,reference,syriac
1,Psalms,4,4,Psalms 4:4,ܕܥܘ ܕܦܪܫ ܠܗ ܡܪܝܐ ܓܒܝܐ ܒܬܕܡܘܪܬܐ ܡܪܝܐ ܢܫܡܥ ܟܕ ܐܩܪܝܘܗܝ
1,Psalms,4,5,Psalms 4:5,ܪܓܙܘ ܘܠܐ ܬܚܛܘܢ ܐܡܪܘ ܒ̈ܠܒܝܟܘܢ ܘܥܠ ܡܫ̈ܟܒܝܟܘܢ ܪܢܘ
1,Psalms,4,6,Psalms 4:6,ܕܒܚܘ ܕܒܚ̈ܐ ܕܙܕܝܩܘܬܐ ܘܣܒܪܘ ܒܡܪܝܐ
1,Psalms,4,7,Psalms 4:7,ܣܓ̈ܝܐܐ ܕܐܡܪܝܢ ܡܢܘ ܢܚܘܝܢ ܛܒܐ ܘܢܦܪܘܣ ܥܠܝܢ ܢܘܗܪܐ ܕܦܪܨܘܦܗ
1,Psalms,4,8,Psalms 4:8,ܡܪܝܐ ܝܗܒܬ ܚܕܘܬܟ ܒܠܒܝ ܡܢ ܙܒܢܐ ܕܥܒܘܪܗܘܢ ܘܕܚܡܪܗܘܢ ܘܕܡܫܚܗܘܢ ܣܓܝܘ
1,Psalms,4,9,Psalms 4:9,ܒܫܠܡܐ ܐܝܟ ܚܕܐ ܘܐܢܐ ܐܫܟܒ ܘܐܕܡܟ ܡܛܠ ܕܐܢܬ ܡܪܝܐ ܒܠܚܘܕܝ ܒܫܠܝܐ ܬܥܡܪܢܝ
1,Psalms,5,2,Psalms 5:2,ܡ̈ܠܝ ܨܘܬ ܡܪܝܐ ܘܐܣܬܟܠ ܒܗܓܝܝ
1,Psalms,5,3,Psalms 5:3,ܨܘܬ ܠܩܠܐ ܕܓܥܬܝ ܡܠܟܝ ܘܐܠܗܝ ܡܛܠ ܕܠܘܬܟ ܗܘ ܡܨܠܐ ܐܢܐ
1,Psalms,5,4,Psalms 5:4,ܡܪܝܐ ܒܨܦܪܐ ܬܫܡܥ ܩܠܝ ܘܒܨܦܪܐ ܐܬܛܝܒ ܘܐܬܚܙܐ ܠܟ
1,Psalms,5,5,Psalms 5:5,ܡܛܠ ܕܐܠܗܐ ܐܢܬ ܘܠܐ ܨܒܐ ܪܘܫܥܐ ܘܠܐ ܢܥܡܪ ܥܡܟ ܒܝܫܐ
1,Psalms,5,6,Psalms 5:6,ܘܠܐ ܢܩܘܡܘܢ ܫܒܗܪ̈ܢܐ ܩܕܡ ܥܝܢ̈ܝܟ ܣܢܝܬ ܠܟܠ ܥܒ̈ܕܝ ܫܘܩܪܐ
1,Psalms,5,7,Psalms 5:7,ܘܬܘܒܕ ܠܡܡ̈ܠܠܝ ܕܓܠܘܬܐ ܠܓܒܪܐ ܐܫܕ ܕܡܐ ܘܢܟܘܠܬܢܐ ܢܣܠܝܘܗܝ ܡܪܝܐ
1,Psalms,5,8,Psalms 5:8,ܘܐܢܐ ܒܣܘܓܐܐ ܕܛܝܒܘܬܟ ܐܥܘܠ ܠܒܝܬܟ ܘܐܣܓܘܕ ܒܗܝܟܠܐ ܕܩܘܕܫܟ
1,Psalms,5,9,Psalms 5:9,ܒܕܚܠܬܟ ܡܪܝܐ ܕܒܪܝܢܝ ܘܒܙܕܝܩܘܬܟ ܡܛܠ ܒ̈ܥܠܕܒܒܝ ܬܪܘܨ ܩܕܡܝ ܐܘܪܚܟ
1,Psalms,5,10,Psalms 5:10,ܡܛܘܠ ܕܠܝܬ ܒܦܘܡܗܘܢ ܟܐܢܘܬܐ ܐܠܐ ܥܘܠܐ ܒܓܘܗܘܢ ܘܐܝܟ ܩܒܪ̈ܐ ܦܬ̈ܝܚܐ ܓܓܪ̈ܬܗܘܢ ܘܠܫ̈ܢܝܗܘܢ ܡܗܦܟܝܢ
1,Psalms,5,11,Psalms 5:11,ܢܚܝܒ ܐܢܘܢ ܐܠܗܐ ܘܢܦܠܘܢ ܡܢ ܡܘ̈ܠܟܢܝܗܘܢ ܘܒܣܘܓܐܐ ܕܥܘܠܗܘܢ ܕܚܘܩ ܐܢܘܢ ܡܛܠ ܕܡܪܡܪܘܟ
1,Psalms,5,12,Psalms 5:12,ܢܚܕܘܢ ܟܠ ܕܡܣܒܪܝܢ ܒܟ ܘܠܥܠܡ ܢܫܒܚܘܢܟ ܘܬܥܡܪ ܒܗܘܢ ܘܢܬܥܫܢܘܢ ܒܟ ܟܠ ܪ̈ܚܡܝ ܫܡܟ
1,Psalms,5,13,Psalms 5:13,ܡܛܠ ܕܐܢܬ ܬܒܪܟ ܠܙܕܝ̈ܩܐ ܡܪܝܐ ܐܝܟ ܣܟܪܐ ܡܩܒܠܬܐ ܬܥܛܦܢܝ
1,Psalms,6,2,Psalms 6:2,ܡܪܝܐ ܠܐ ܒܪܘܓܙܟ ܬܟܣܢܝ ܐܦ ܠܐ ܒܚܡܬܟ ܬܪܕܝܢܝ
1,Psalms,6,3,Psalms 6:3,ܪܚܡ ܥܠܝ ܡܪܝܐ ܡܛܠ ܕܟܪܝܗ ܐܢܐ ܐܣܢܝ ܡܪܝܐ ܡܛܠ ܕܙܥܘ ܓܪ̈ܡܝ
1,Psalms,6,4,Psalms 6:4,ܘܢܦܫܝ ܐܬܬܙܝܥܬ ܛܒ ܘܐܢܬ ܡܪܝܐ ܥܕܡܐ ܠܐܡܬܝ
1,Psalms,6,5,Psalms 6:5,ܐܬܦܢ ܡܪܝܐ ܘܦܨܗ̇ ܠܢܦܫܝ ܘܦܪܘܩܝܢܝ ܡܛܠ ܛܝܒܘܬܟ
1,Psalms,6,6,Psalms 6:6,ܡܛܘܠ ܕܠܝܬ ܒܡܘܬܐ ܕܘܟܪܢܟ ܘܒܫܝܘܠ ܡܢܘ ܡܘܕܐ ܠܟ
1,Psalms,6,7,Psalms 6:7,ܠܐܝܬ ܒܬܐ̈ܢܚܬܝ ܘܨܒܥܬ ܒܟܠ ܠܝ̈ܠܐ ܥܪܣܝ ܘܒܕܡܥܬܝ ܬܫܘܝܬܝ ܐܡܣܝܬ
1,Psalms,6,8,Psalms 6:8,ܟܐܒܬ ܡܢ ܪܘܓܙܐ ܥܝܢܝ ܘܐܬܕܠܚܬ ܡܢ ܟܠܗܘܢ ܒ̈ܥܠܕܒܒܝ
1,Psalms,6,9,Psalms 6:9,ܦܪܘܩ ܡܢ ܟܠ ܥܒ̈ܕܝ ܫܘܩܪܐ ܡܛܠ ܕܫܡܥ ܡܪܝܐ ܩܠܐ ܕܒܟܬܝ
1,Psalms,6,10,Psalms 6:10,ܫܡܥ ܡܪܝܐ ܒܥܘܬܝ ܡܪܝܐ ܨܠܘܬܝ ܩܒܠ
1,Psalms,6,11,Psalms 6:11,ܢܒܗܬܘܢ ܘܢܬܬܒܪܘܢ ܛܒ ܟܠܗܘܢ ܒ̈ܥܠܕܒܒܝ ܢܗܦܟܘܢ ܘܢܐܒܕܘܢ ܡܢ ܫܠܝܐ
1,Psalms,7,2,Psalms 7:2,ܡܪܝܐ ܐܠܗܝ ܒܟ ܣܒܪܬ ܦܪܘܩܝܢܝ ܘܡܢ ܟܠ ܪ̈ܕܘܦܝ ܦܨܢܝ
1,Psalms,7,3,Psalms 7:3,ܕܠܡܐ ܐܝܟ ܐܪܝܐ ܠܡܬܒܪ ܠܢܦܫܝ ܘܠܝܬ ܕܦܪܩ ܘܡܦܨܐ
1,Psalms,7,4,Psalms 7:4,ܡܪܝܐ ܐܠܗܝ ܐܢ ܥܒܕܬ ܗܕܐ ܘܐܢ ܐܝܬ ܥܘܠܐ ܒܐ̈ܝܕܝ
1,Psalms,7,5,Psalms 7:5,ܘܐܢ ܦܪܥܬ ܠܡܢ ܕܥܒܕ ܠܝ ܒܝܫܬܐ ܘܐܢ ܐܠܨܬ ܠܒܥܠܕܒܒܝ ܣܪܝܩܐܝܬ
1,Psalms,7,6,Psalms 7:6,ܢܪܕܘܦ ܒܥܠܕܒܒܐ ܠܢܦܫܝ ܘܢܕܪܟܝܗ̇ ܘܢܕܘܫ ܚ̈ܝܝ ܒܐܪܥܐ ܘܫܘܒܚܝ ܒܥܦܪܐ ܢܫܪܐ
1,Psalms,7,7,Psalms 7:7,ܩܘܡ ܡܪܝܐ ܒܪܘܓܙܟ ܘܐܫܬܩܠ ܥܠ ܩܕܠܐ ܕܒ̈ܥܠܕܒܒܝ ܐܬܬܥܝܪ ܥܠܝ ܒܕܝܢܐ ܕܦܩܕܬ
1,Psalms,7,8,Psalms 7:8,ܘܥܕܬܐ ܕܐ̈ܡܘܬܐ ܬܚܕܪܟ ܘܥܠ ܐ̈ܦܝܗ̇ ܠܡܪܘܡܐ ܬܗܦܟ
1,Psalms,7,9,Psalms 7:9,ܡܪܝܐ ܢܕܘܢ ܥܡ̈ܡܐ ܕܘܢܝܢܝ ܡܪܝܐ ܐܝܟ ܙܕܝܩܘܬܝ ܘܐܝܟ ܬܡܝܡܘܬܝ
1,Psalms,7,10,Psalms 7:10,ܬܓܡܪ ܒܝܫܬܐ ܥܠ ܪ̈ܫܝܥܐ ܘܬܬܩܢ ܠܙܕܝܩ̈ܐ ܒܚܪ ܠܒܐ ܘܟܘ̈ܠܝܬܐ ܐܠܗܐ ܙܕܝܩܐ
1,Psalms,7,11,Psalms 7:11,ܡܣܝܥܢܝ ܐܠܗܐ ܕܦܪܩ ܠܬܪ̈ܝܨܝ ܠܒܐ
1,Psalms,7,12,Psalms 7:12,ܐܠܗܐ ܕܝܢܐ ܕܩܘܫܬܐ ܠܐ ܪܓܙ ܟܠܝܘܡ
1,Psalms,7,13,Psalms 7:13,ܐܠܐ ܗܦܟ ܣܝܦܗ ܠܛܫ ܘܩܫܬܗ ܡܬܚ ܐܬܩܢ
1,Psalms,7,14,Psalms 7:14,ܘܡܬܩܢ ܠܗ ܡܐ̈ܢܐ ܕܪܘܓܙܐ ܓܐܪ̈ܘܗܝ ܥܒܕ ܠܕܝܩܕܝܢ
1,Psalms,7,15,Psalms 7:15,ܡܛܠ ܕܚܒܠ ܥܘܠܐ ܘܒܛܢ ܫܘܩܪܐ ܘܝܠܕ ܥܘܠܐ
1,Psalms,7,16,Psalms 7:16,ܒܐܪܐ ܚܦܪ ܘܚܛܗ̇ ܘܢܦܠ ܒܓܘܡܨܐ ܕܥܒܕ
1,Psalms,7,17,Psalms 7:17,ܢܗܦܘܟ ܥܘܠܗ ܒܪܝܫܗ ܘܥܠ ܒܥܬܗ ܥܘܠܗ ܢܚܘܬ
1,Psalms,7,18,Psalms 7:18,ܐܘܕܐ ܠܡܪܝܐ ܐܝܟ ܙܕܝܩܘܬܝ ܘܐܙܡܪ ܠܫܡܗ ܕܡܪܝܐ ܡܪܝܡܐ
1,Psalms,8,2,Psalms 8:2,ܡܪܝܐ ܡܪܢ ܡܐ ܡܫܒܚ ܫܡܟ ܒܟܠܗ̇ ܐܪܥܐ ܕܝܗܒܬ ܫܘܒܚܟ ܥܠ ܫܡܝܐ
1,Psalms,8,3,Psalms 8:3,ܡܢ ܦܘܡܐ ܕܥ̈ܠܝܡܐ ܘܕܛ̈ܠܝܐ ܬܩܢܬ ܬܫܒܘܚܬܟ ܡܛܠ ܒ̈ܥܠܕܒܒܝܟ ܢܬܒܛܠ ܒܥܠܕܒܒܐ ܕܡܬܢܩܡ
1,Psalms,8,4,Psalms 8:4,ܡܛܠ ܕܚܙܘ ܫܡ̈ܝܟ ܥܒܕܐ ܕܨܒ̈ܥܬܟ ܣܗܪܐ ܘܟܘܟ̈ܒܐ ܬܩܢܬ
1,Psalms,8,5,Psalms 8:5,ܡܢܘ ܓܒܪܐ ܕܐܬܕܟܪܬܝܗܝ ܘܒܪܢܫܐ ܕܦܩܕܬܝܗܝ
1,Psalms,8,6,Psalms 8:6,ܒܨܪܬܝܗܝ ܩܠܝܠ ܡܢ ܡܠܐ̈ܟܐ ܒܐܝܩܪܐ ܘܒܫܘܒܚܐ ܐܥܛܦܬܝܗܝ
1,Psalms,8,7,Psalms 8:7,ܘܐܫܠܛܬܝܗܝ ܒܥܒܕܐ ܕܐ̈ܝܕܝܟ ܟܠ ܣܡܬ ܬܚܝܬ ܪ̈ܓܠܘܗܝ
1,Psalms,8,8,Psalms 8:8,ܥܢܐ ܘܒܩܪ̈ܐ ܟܠܗܝܢ ܐܦ ܚܝܘܬܐ ܕܕܒܪܐ
1,Psalms,8,9,Psalms 8:9,ܘܨܦܪ̈ܐ ܕܒܫܡܝܐ. ܘܢܘ̈ܢܐ ܕܝܡܐ ܕܥܒܪܝܢ ܒܫܒ̈ܝܠܐ ܕܝܡ̈ܡܐ
1,Psalms,8,10,Psalms 8:10,ܡܪܝܐ ܡܪܢ ܡܐ ܡܫܒܚ ܫܡܟ ܒܟܠܗ̇ ܐܪܥܐ
1,Psalms,9,2,Psalms 9:2,ܐܘܕܐ ܠܡܪܝܐ ܡܢ ܟܠܗ ܠܒܝ ܘܐܫܬܥܐ ܟܠܗܝܢ ܬܕܡܪ̈ܬܟ
1,Psalms,9,3,Psalms 9:3,ܐܚܕܐ ܘܐܪܘܙ ܒܟ ܘܐܙܡܪ ܠܫܡܟ ܡܪܝܡܐ
1,Psalms,9,4,Psalms 9:4,ܟܕ ܢܗܦܟܘܢ ܒ̈ܥܠܕܒܒܝ ܠܒܣܬܪܗܘܢ ܢܬܬܩܠܘܢ ܘܢܐܒܕܘܢ ܡܢ ܩܕܡܝܟ
1,Psalms,9,5,Psalms 9:5,ܡܛܠ ܕܥܒܕܬ ܦܘܪܥܢܝ ܘܕܝܢܝ ܘܝܬܒܬ ܥܠ ܟܘܪܣܝܐ ܕܝܢܐ ܙܕܝܩܐ
1,Psalms,9,6,Psalms 9:6,ܟܐܝܬ ܒܥܡ̈ܡܐ ܘܐܘܒܕܬ ܠܪ̈ܫܝܥܐ. ܘܫ̈ܡܗܝܗܘܢ ܥܛܝܬ ܠܥܠܡ ܥܠܡܝܢ
1,Psalms,9,7,Psalms 9:7,ܒ̈ܥܠܕܒܒܝ ܓܡܪܘ ܒܣܝܦܐ ܠܥܠܡ ܩܘܪ̈ܝܐ ܥܩܪܬ ܘܐܘܒܕܬ ܕܘܟܪܢܗܝܢ
1,Psalms,9,8,Psalms 9:8,ܘܡܪܝܐ ܠܥܠܡ ܩܝܡ ܘܡܬܩܢ ܟܘܪܣܝܗ ܠܕܝܢܐ
1,Psalms,9,9,Psalms 9:9,ܕܢܕܘܢ ܬܒܝܠ ܒܩܘܫܬܐ ܘܠܥܡ̈ܡܐ ܒܬܪܝܨܘܬܐ
1,Psalms,9,10,Psalms 9:10,ܢܗܘܐ ܡܪܝܐ ܒܝܬ ܓܘܣܐ ܠܡܣܟ̈ܢܐ ܘܡܥܕܪܢܗܘܢ ܒܙܒ̈ܢܐ ܕܐܘܠܨܢܐ
1,Psalms,9,11,Psalms 9:11,ܘܢܣܒܪܘܢ ܒܟ ܟܠ ܝܕܥ̈ܝ ܫܡܟ ܡܛܠ ܕܠܐ ܫܒܩ ܐܢܬ ܠܐܝܠܝܢ ܕܒܥܝܢ ܠܟ ܡܪܝܐ
1,Psalms,9,12,Psalms 9:12,ܙܡܪܘ ܠܡܪܝܐ ܕܥܡܪ ܒܨܗܝܘܢ ܘܚܘܘ ܒܥܡ̈ܡܐ ܨܢܥ̈ܬܗ
1,Psalms,9,13,Psalms 9:13,ܡܛܠ ܕܐܬܕܟܪ ܠܡܬܒܥ ܕܡܗܘܢ ܘܠܐ ܛܥܐ ܓܥܬܗ ܕܡܣܟܢܐ
1,Psalms,9,14,Psalms 9:14,ܪܚܡ ܥܠܝ ܡܪܝܐ ܘܚܙܝ ܫܘܥܒܕܝ ܕܡܢ ܣ̈ܢܐܝ. ܡܪܡܪܡܢܝ ܡܢ ܬܪ̈ܥܘܗܝ ܕܡܘܬܐ
1,Psalms,9,15,Psalms 9:15,ܡܛܠ ܕܐܫܬܥܐ ܟܠܗܝܢ ܬܕܡܪ̈ܬܟ ܒܬܪ̈ܥܝܗ̇ ܕܒܪܬ ܨܗܝܘܢ ܐܕܘܨ ܒܦܘܪܩܢܟ
1,Psalms,9,16,Psalms 9:16,ܛܒܥܘ ܥܡ̈ܡܐ ܒܓܘܡܨܐ ܕܥܒܕܘ ܘܒܡܨܝܕܬܐ ܕܛܡܪܘ ܐܬܬܚܕܬ ܪܓܠܗܘܢ
1,Psalms,9,17,Psalms 9:17,ܡܘܕܥ ܡܪܝܐ ܕܝܢܐ ܕܥܒܕ ܘܒܥܒܕ ܐ̈ܝܕܘܗܝ ܡܬܬܚܕ ܪܫܝܥܐ
1,Psalms,9,18,Psalms 9:18,ܢܗܦܟܘܢ ܪ̈ܫܝܥܐ ܠܫܝܘܠ ܘܟܠܗܘܢ ܥܡ̈ܡܐ ܕܛܥܝܢ ܠܐܠܗܐ
1,Psalms,9,19,Psalms 9:19,ܡܛܠ ܕܠܐ ܠܥܠܡ ܡܬܛܥܐ ܡܣܟܢܐ ܘܣܒܪܐ ܕܡܣ̈ܟܢܐ ܠܐ ܬܘܒܕ ܠܥܠܡ
1,Psalms,9,20,Psalms 9:20,ܩܘܡ ܡܪܝܐ ܘܠܐ ܢܬܥܫܢ ܒܪ ܐܢܫܐ ܢܬܬܕܝܢܘܢ ܥܡ̈ܡܐ ܩܕܡ ܐ̈ܦܝܟ
1,Psalms,9,21,Psalms 9:21,ܐܩܝܡ ܠܗܘܢ ܣܐܡ ܢܡܘܣܐ ܕܢܕܥܘܢ ܥܡ̈ܡܐ ܕܒܢ̈ܝ ܐܢܫܐ ܐܢܘܢ
1,Psalms,10,1,Psalms 10:1,ܠܡܢܐ ܡܪܝܐ ܩܡܬ ܒܪܘܚܩܐ ܘܐܗܡܝܬ ܚܝܪܟ ܒܙܒܢ̈ܐ ܕܐܘܠܨܢܐ
1,Psalms,10,2,Psalms 10:2,ܒܫܘܒܗܪܗ ܕܪܫܝܥܐ ܝܩܕ ܡܣܟܢܐ ܢܬܬܚܕܘܢ ܒܬܪܥܝܬܐ ܗܝ ܕܐܬܚܫܒܘ
1,Psalms,10,3,Psalms 10:3,ܡܛܠ ܕܡܫܬܒܗܪ ܪܫܝܥܐ ܒܪ̈ܓܝܓܬܐ ܕܢܦܫܗ ܥܘܠܐ ܡܬܒܪܟ ܘܪܓܙ ܡܪܝܐ
1,Psalms,10,4,Psalms 10:4,ܘܪܫܝܥܐ ܒܪܡܘܬܗ ܠܐ ܡܥܩܒ ܘܠܝܬ ܐܠܗܐ ܒܟܘܠܗܝܢ ܬܪ̈ܥܝܬܗ
1,Psalms,10,5,Psalms 10:5,ܘܫܪ̈ܝܢ ܐܘܪ̈ܚܬܗ ܒܟܠܙܒܢ ܘܡܥܠܝ ܕܝܢܟ ܡܢ ܠܩܘܒܠܗ ܘܠܟܠܗܘܢ ܒ̈ܥܠܕܒܒܘܗܝ ܫܐܛ
1,Psalms,10,6,Psalms 10:6,ܐܡܪ ܒܠܒܗ ܕܠܐ ܐܙܘܥ ܠܕܪܕܪܝܢ ܪܢܐ ܒܒܝܫܬܐ
1,Psalms,10,7,Psalms 10:7,ܘܠܘܛܬܐ ܡܠܐ ܦܘܡܗ ܬܘܟܐ ܘܢܟܠܐ ܬܚܝܬ ܠܫܢܗ ܥܘܠܐ ܘܥܬܐ
1,Psalms,10,8,Psalms 10:8,ܝܬܒ ܒܟܡܐܢܐ ܒܕܝܪܐ ܘܒܛܘܫܝܐ ܩܛܠ ܠܙܕܝܩܐ ܥܝܢ̈ܘܗܝ ܠܒܝܫ̈ܐ ܕܝܩ̈ܢ
1,Psalms,10,9,Psalms 10:9,ܘܟܡܢ ܠܡܚܛܦ ܠܡܣܟܢܐ ܒܢܓܕܐ ܕܡܨܝܕܬܗ
1,Psalms,10,10,Psalms 10:10,ܗܘ ܢܬܡܟܟ ܘܢܦܠ ܘܒܓܪ̈ܡܘܗܝ ܟܘܪܗܢܐ ܘܟܐܒ̈ܐ
1,Psalms,10,11,Psalms 10:11,ܐܡܪ ܒܠܒܗ ܕܛܥܐ ܐܠܗܐ ܘܐܦܢܝ ܐ̈ܦܘܗܝ ܘܠܐ ܚܙܐ ܠܥܠܡ
1,Psalms,10,12,Psalms 10:12,ܩܘܡ ܡܪܝܐ ܐܠܗܝ ܘܐܪܝܡ ܐܝܕܟ ܘܠܐ ܬܛܥܝܘܗܝ ܠܒܝܫܐ
1,Psalms,10,13,Psalms 10:13,ܠܡܢܐ ܐܪܓܙ ܚܛܝܐ ܠܐܠܗܐ ܘܐܡܪ ܒܠܒܗ ܕܠܐ ܬܒܥ
